1,10.621,0.415,0.329,0.305,0.392,0.758
2,4256.316,3532.691,3486.472,3583.426,3432.543,3275.835
3,558.61,10.059,9.429,9.569,9.238,9.29
4,4374141.572,,,,,
5,3866.355,1214.707,1365.886,1222.2,1339.998,1335.77
6,181720.169,179531.583,198265.587,204550.425,174534.047,192781.03
7,4362.64,742.725,678.092,735.528,777.34,697.335
8,621.351,576.82,536.153,601.588,603.484,524.576
9,1844.267,1920.466,1901.747,1965.359,2002.898,2029.242
10,1733.788,1628.015,1570.901,1632.806,1572.138,1689.632
11,2284580.205,,,,,
12,116.098,81.672,80.986,79.456,82.373,92.587
13,478.175,471.708,481.395,457.227,439.496,466.474
14_1,30872.225,25594.626,26376.358,24808.22,25143.51,24931.985
14_2,45703.926,44935.243,47155.307,49276.299,50116.131,49277.862
15,205.857,202.638,198.272,178.026,188.308,187.469
16,7.497,6.008,5.548,7.035,7.357,5.89
17,3602.459,3802.353,4077.748,3850.486,3770.854,3721.35
18,464.675,447.203,452.107,452.243,490.276,450.796
19,352.997,323.407,331.855,321.249,357.534,298.936
20,166.062,134.472,140.051,136.567,161.874,142.936
21,3593.581,951.978,905.468,933.322,941.607,972.131
22,14934.026,15259.585,13728.052,13867.602,13757.64,13754.69
23_1,9460.69,11943.05,10153.626,9477.082,9410.15,9911.253
23_2,10137.476,9875.471,9909.04,9669.831,9460.179,9681.016
24_1,969.342,835.045,784.125,796.618,779.384,785.501
24_2,784.174,784.458,781.708,784.73,782.199,799.772
25,2285.344,2318.863,2369.952,2305.818,2266.282,2268.429
26,378.677,362.861,354.59,374.674,374.532,368.729
27,703.862,770.303,746.686,714.178,717.559,724.39
28,1369.858,1348.699,1352.717,1331.048,1352.8,1349.135
29,1429.093,1357.978,1441.516,1387.13,1340.768,1359.759
30,15718.071,15209.941,15623.534,15256.835,15472.663,15350.055
31,12147.089,12350.144,12511.995,12787.233,12117.569,12042.683
32,143.851,134.465,133.84,133.311,132.907,132.938
33,450.635,447.62,446.292,459.754,450.786,529.318
34,448.767,424.895,455.936,425.005,468.953,438.3
35,665.161,588.556,633.226,589.101,601.991,595.508
36,939.402,919.456,898.533,866.071,897.117,936.101
37,33.059,13.842,12.838,11.786,11.675,11.835
38,3504.373,3736.106,3540.537,3769.369,3692.789,3803.383
39_1,7515.145,7125.444,7813.068,8029.296,8135.391,8144.279
39_2,8151.912,8087.076,8208.653,8079.374,8090.903,8020.853
40,185.909,139.237,146.356,127.128,129.878,126.863
41,1868.173,2002.954,1891.073,1844.311,1842.937,1855.595
42,267.543,258.613,237.819,239.041,237.389,240.357
43,515.177,536.146,588.77,550.931,546.419,565.431
44,118.414,121.424,119.264,116.11,109.565,128.335
45,115.548,118.516,107.082,108.333,109.744,108.301
46,312.404,348.37,305.667,316.899,313.808,314.295
47,595119.956,,,,,
48,527.477,491.521,482.528,488.599,479.447,482.957
49,68.644,57.842,56.038,55.95,56.575,56.491
50,49.988,44.313,44.169,44.153,44.42,43.706
51,3374.438,3414.954,3364.416,3415.303,3456.938,3430.49
52,279.794,268.418,264.219,270.729,272.158,272.824
53,343.491,343.485,337.981,333.303,335.204,334.827
54,645.766,650.605,647.41,657.146,643.075,642.727
55,37.107,23.09,22.488,22.066,21.836,21.492
56,604.631,645.209,604.263,639.354,585.275,585.79
57,255962.598,257525.704,261984.737,275684.456,271107.041,291920.055
58,1051.894,982.134,1001.46,984.72,1015.122,1183.002
59,1935.294,1754.295,1696.683,1691.387,1911.699,1719.524
60,1679.505,1814.168,1732.071,1666.316,1685.986,1617.579
61,12.647,11.013,10.94,11.221,10.695,10.231
62,344.315,300.988,337.755,275.073,291.251,328.77
63,402.735,391.745,351.964,382.802,412.926,386.325
64,654.827,626.02,749.693,706.036,668.912,573.606
65,1424.471,1537.11,2130.904,1871.719,1683.509,2049.365
66,589.374,374.87,449.514,423.299,379.199,419.702
67,8613.913,8512.143,8310.213,8556.161,8980.464,8591.538
68,6.44,6.461,5.627,5.183,5.884,5.268
69,475.861,480.37,623.347,598.639,480.39,511.651
70,959.634,862.477,878.31,841.85,875.685,889.49
71,415.884,445.645,463.999,517.915,506.076,486.71
72,1382.68,322.222,366.721,293.432,356.704,379.261
73,7.144,6.836,5.56,5.405,6.06,5.402
74,1113148.386,,,,,
75,3026.05,3089.265,2789.719,3147.834,3076.526,2856.324
76,906.088,936.591,1013.327,908.142,937.669,890.923
77,490.708,610.434,482.305,623.346,517.447,537.426
78,18021.348,18866.687,19684.246,19266.77,19335.352,17933.986
79,424.652,448.35,418.661,395.946,427.958,422.654
80,629.493,586.574,604.63,571.171,591.774,680.016
81,74887.692,72727.386,69198.234,70564.975,68465.325,72395.697
82,47.977,34.554,32.694,31.556,31.255,31.7
83,201.714,186.809,185.155,184.021,185.151,189.367
84,72.867,80.601,114.019,95.034,92.902,91.481
85,164.85,145.383,126.177,120.981,108.23,100.568
86,294.81,384.126,419.765,418.082,371.142,293.907
87,4810.848,4308.183,4196.196,3821.51,3707.563,3825.74
88,2763.736,2312.644,2303.373,2441.852,2413.801,2298.486
89,433.44,412.791,418.474,424.123,413.39,432.09
90,139.087,136.228,143.922,180.89,177.172,162.977
91,56.498,41.367,41.227,41.129,41.354,44.704
92,78.916,70.669,70.557,73.804,70.632,71.081
93,69.31,54.171,47.013,46.133,46.002,45.325
94,170.669,176.791,148.167,146.873,147.005,154.093
95,45257.014,44427.413,46865.888,44665.712,44857.946,44847.367
96,314.687,257.815,257.119,305.342,282.074,305.387
97,2960.274,2869.407,3032.357,3326.264,3192.22,3093.361
98,267.762,286.176,381.798,316.602,331.826,308.508
99,561.729,720.703,822.797,727.042,699.598,725.174
